MGI Marker Accession ID,Mouse Gene Symbol,Mouse NCBI Gene ID,HGNC ID,Human Gene Symbol,Human NCBI Gene ID
MGI:1914526,Eri1,67276,HGNC:23994,ERI1,90459
MGI:1918401,Eri2,71151,HGNC:30541,ERI2,112479
MGI:2153887,Eri3,140546,HGNC:17276,ERI3,79033
MGI:3588201,Erich1,234086,HGNC:27234,ERICH1,157697
MGI:1913998,Erich2,66748,HGNC:44395,ERICH2,285141
MGI:1919095,Erich3,209601,HGNC:25346,ERICH3,127254
MGI:3646269,Erich4,632778,HGNC:34497,ERICH4,100170765
MGI:2447772,Erich5,239368,HGNC:26823,ERICH5,203111
MGI:3588212,Erich6,545527,HGNC:28602,ERICH6,131831
MGI:1922522,Erich6b,75272,HGNC:26523,ERICH6B,220081
MGI:1914003,Erlec1,66753,HGNC:25222,ERLEC1,27248
MGI:2387613,Erlin1,226144,HGNC:16947,ERLIN1,10613
MGI:2387215,Erlin2,244373,HGNC:1356,ERLIN2,11160
MGI:1915778,Erln,68528,HGNC:40032,ERLN,100130933
MGI:1349816,Ermap,27028,HGNC:15743,ERMAP,114625
MGI:1925017,Ermn,77767,HGNC:29208,ERMN,57471
MGI:106250,Ermp1,226090,HGNC:23703,ERMP1,79956
MGI:1930134,Ern1,78943,HGNC:3449,ERN1,2081
MGI:1349436,Ern2,26918,HGNC:16942,ERN2,10595
MGI:1354385,Ero1a,50527,HGNC:13280,ERO1A,30001
MGI:1914725,Ero1b,67475,HGNC:14355,ERO1B,56605
MGI:1916437,Erp27,69187,HGNC:26495,ERP27,121506
MGI:1914647,Erp29,67397,HGNC:13799,ERP29,10961
MGI:1923549,Erp44,76299,HGNC:18311,ERP44,23071
MGI:1921405,Errfi1,74155,HGNC:18185,ERRFI1,54206
MGI:1916774,Esam,69524,HGNC:17474,ESAM,90952
MGI:1925055,Esco1,77805,HGNC:24645,ESCO1,114799
MGI:1919238,Esco2,71988,HGNC:27230,ESCO2,157570
MGI:95421,Esd,13885,HGNC:3465,ESD,2098
MGI:1913830,Esf1,66580,HGNC:15898,ESF1,51575
MGI:1918940,Esm1,71690,HGNC:3466,ESM1,11082
MGI:2146156,Espl1,105988,HGNC:16856,ESPL1,9700
MGI:1861630,Espn,56226,HGNC:13281,ESPN,83715
MGI:2685402,Espnl,227357,HGNC:27937,ESPNL,339768
MGI:1352467,Esr1,13982,HGNC:3467,ESR1,2099
MGI:109392,Esr2,13983,HGNC:3468,ESR2,2100
MGI:1917326,Esrp1,207920,HGNC:25966,ESRP1,54845
MGI:1924661,Esrp2,77411,HGNC:26152,ESRP2,80004
MGI:1346831,Esrra,26379,HGNC:3471,ESRRA,2101
MGI:1346832,Esrrb,26380,HGNC:3473,ESRRB,2103
MGI:1347056,Esrrg,26381,HGNC:3474,ESRRG,2104
MGI:107854,Ess2,27886,HGNC:16817,ESS2,8220
MGI:1096388,Esx1,13984,HGNC:14865,ESX1,80712
MGI:1344426,Esyt1,23943,HGNC:29534,ESYT1,23344
MGI:1261845,Esyt2,52635,HGNC:22211,ESYT2,57488
MGI:1098699,Esyt3,272636,HGNC:24295,ESYT3,83850
MGI:1915395,Etaa1,68145,HGNC:24648,ETAA1,54465
MGI:2385071,Etf1,225363,HGNC:3477,ETF1,2107
MGI:106092,Etfa,110842,HGNC:3481,ETFA,2108
MGI:106098,Etfb,110826,HGNC:3482,ETFB,2109
MGI:2443575,Etfbkmt,320204,HGNC:28739,ETFBKMT,254013
MGI:106100,Etfdh,66841,HGNC:3483,ETFDH,2110
MGI:1914886,Etfrf1,67636,HGNC:27052,ETFRF1,144363
MGI:1913321,Ethe1,66071,HGNC:23287,ETHE1,23474
MGI:95454,Etl4,208618,HGNC:25428,KIAA1217,56243
MGI:1922570,Etnk1,75320,HGNC:24649,ETNK1,55500
MGI:2443760,Etnk2,214253,HGNC:25575,ETNK2,55224
MGI:1919010,Etnppl,71760,HGNC:14404,ETNPPL,64850
MGI:95455,Ets1,23871,HGNC:3488,ETS1,2113
MGI:95456,Ets2,23872,HGNC:3489,ETS2,2114
MGI:99254,Etv1,14009,HGNC:3490,ETV1,2115
MGI:99253,Etv2,14008,HGNC:3491,ETV2,2116
MGI:1350926,Etv3,27049,HGNC:3492,ETV3,2117
MGI:3646099,Etv3l,546801,HGNC:33834,ETV3L,440695
MGI:99423,Etv4,18612,HGNC:3493,ETV4,2118
MGI:1096867,Etv5,104156,HGNC:3494,ETV5,2119
MGI:109336,Etv6,14011,HGNC:3495,ETV6,2120
MGI:2385247,Eva1a,232146,HGNC:25816,EVA1A,84141
MGI:1922063,Eva1b,230752,HGNC:25558,EVA1B,55194
MGI:1918217,Eva1c,70967,HGNC:13239,EVA1C,59271
MGI:1890596,Evc,59056,HGNC:3497,EVC,2121
MGI:1915775,Evc2,68525,HGNC:19747,EVC2,132884
MGI:95458,Evi2a,14017,HGNC:3499,EVI2A,2123
MGI:104736,Evi5,14020,HGNC:3501,EVI5,7813
MGI:2442167,Evi5l,213027,HGNC:30464,EVI5L,115704
MGI:1194884,Evl,14026,HGNC:20234,EVL,51466
MGI:107507,Evpl,14027,HGNC:3503,EVPL,2125
MGI:95461,Evx1,14028,HGNC:3506,EVX1,2128
MGI:95462,Evx2,14029,HGNC:3507,EVX2,344191
MGI:99960,Ewsr1,14030,HGNC:3508,EWSR1,2130
MGI:3045306,Exd1,241624,HGNC:28507,EXD1,161829
MGI:1922485,Exd2,97827,HGNC:20217,EXD2,55218
MGI:1349427,Exo1,26909,HGNC:3511,EXO1,9156
MGI:1920422,Exo5,73172,HGNC:26115,EXO5,64789
MGI:2445020,Exoc1,69940,HGNC:30380,EXOC1,55763
MGI:3647743,Exoc1l,639545,HGNC:53433,EXOC1L,644145
MGI:1913732,Exoc2,66482,HGNC:24968,EXOC2,55770
MGI:2443972,Exoc3,211446,HGNC:30378,EXOC3,11336
MGI:3041195,Exoc3l,277978,HGNC:27540,EXOC3L1,283849
MGI:1921713,Exoc3l2,74463,HGNC:30162,EXOC3L2,90332
MGI:1921363,Exoc3l4,74190,HGNC:20120,EXOC3L4,91828
MGI:1096376,Exoc4,20336,HGNC:30389,EXOC4,60412
MGI:2145645,Exoc5,105504,HGNC:10696,EXOC5,10640
MGI:1351611,Exoc6,107371,HGNC:23196,EXOC6,54536
MGI:1923164,Exoc6b,75914,HGNC:17085,EXOC6B,23233
MGI:1859270,Exoc7,53413,HGNC:23214,EXOC7,23265
MGI:2142527,Exoc8,102058,HGNC:24659,EXOC8,149371
MGI:2143333,Exog,208194,HGNC:3347,EXOG,9941
MGI:1913833,Exosc1,66583,HGNC:17286,EXOSC1,51013
MGI:1355322,Exosc10,50912,HGNC:9138,EXOSC10,5394
MGI:2385133,Exosc2,227715,HGNC:17097,EXOSC2,23404
MGI:1913612,Exosc3,66362,HGNC:17944,EXOSC3,51010
MGI:1923576,Exosc4,109075,HGNC:18189,EXOSC4,54512
MGI:107889,Exosc5,27998,HGNC:24662,EXOSC5,56915
MGI:1919794,Exosc6,72544,HGNC:19055,EXOSC6,118460
MGI:1913696,Exosc7,66446,HGNC:28112,EXOSC7,23016
MGI:1916889,Exosc8,69639,HGNC:17035,EXOSC8,11340
MGI:1355319,Exosc9,50911,HGNC:9137,EXOSC9,5393
MGI:2443248,Exph5,320051,HGNC:30578,EXPH5,23086
MGI:894663,Ext1,14042,HGNC:3512,EXT1,2131
MGI:108050,Ext2,14043,HGNC:3513,EXT2,2132
MGI:1888742,Extl1,56219,HGNC:3515,EXTL1,2134
MGI:1889574,Extl2,58193,HGNC:3516,EXTL2,2135
MGI:1860765,Extl3,54616,HGNC:3518,EXTL3,2137
MGI:109344,Eya1,14048,HGNC:3519,EYA1,2138
MGI:109341,Eya2,14049,HGNC:3520,EYA2,2139
MGI:109339,Eya3,14050,HGNC:3521,EYA3,2140
MGI:1337104,Eya4,14051,HGNC:3522,EYA4,2070
MGI:1097695,Ezh1,14055,HGNC:3526,EZH1,2145
MGI:107940,Ezh2,14056,HGNC:3527,EZH2,2146
MGI:2147968,Ezhip,102991,HGNC:33738,EZHIP,340602
MGI:98931,Ezr,22350,HGNC:12691,EZR,7430
MGI:103107,F10,14058,HGNC:3528,F10,2159
MGI:99481,F11,109821,HGNC:3529,F11,2160
MGI:1321398,F11r,16456,HGNC:14685,F11R,50848
MGI:1891012,F12,58992,HGNC:3530,F12,2161
MGI:1921395,F13a1,74145,HGNC:3531,F13A1,2162
MGI:88379,F13b,14060,HGNC:3534,F13B,2165
MGI:88380,F2,14061,HGNC:3535,F2,2147
MGI:101802,F2r,14062,HGNC:3537,F2R,2149
MGI:101910,F2rl1,14063,HGNC:3538,F2RL1,2150
MGI:1298208,F2rl2,14064,HGNC:3539,F2RL2,2151
MGI:1298207,F2rl3,14065,HGNC:3540,F2RL3,9002
MGI:88381,F3,14066,HGNC:3541,F3,2152
MGI:88382,F5,14067,HGNC:3542,F5,2153
MGI:109325,F7,14068,HGNC:3544,F7,2155
MGI:88383,F8,14069,HGNC:3546,F8,2157
MGI:88384,F9,14071,HGNC:3551,F9,2158
MGI:2443327,Fa2h,338521,HGNC:21197,FA2H,79152
MGI:109609,Faah,14073,HGNC:3553,FAAH,2166
MGI:1919135,Faap100,71885,HGNC:26171,FAAP100,80233
MGI:1914763,Faap20,67513,HGNC:26428,FAAP20,199990
MGI:2142208,Faap24,101831,HGNC:28467,FAAP24,91442
MGI:95479,Fabp1,14080,HGNC:3555,FABP1,2168
MGI:1922747,Fabp12,75497,HGNC:34524,FABP12,646486
MGI:95478,Fabp2,14079,HGNC:3556,FABP2,2169
MGI:95476,Fabp3,14077,HGNC:3557,FABP3,2170
MGI:88038,Fabp4,11770,HGNC:3559,FABP4,2167
MGI:96565,Fabp6,16204,HGNC:3561,FABP6,2172
MGI:101916,Fabp7,12140,HGNC:3562,FABP7,2173
MGI:1194881,Fabp9,21884,HGNC:3563,FABP9,646480
MGI:109324,Fadd,14082,HGNC:3573,FADD,8772
MGI:1923517,Fads1,76267,HGNC:3574,FADS1,3992
MGI:1930079,Fads2,56473,HGNC:3575,FADS2,9415
MGI:2687041,Fads2b,228151,HGNC:43618,FADS2B,643181
MGI:1928740,Fads3,60527,HGNC:3576,FADS3,3995
MGI:3039592,Fads6,328035,HGNC:30459,FADS6,283985
MGI:109419,Faf1,14084,HGNC:3578,FAF1,11124
MGI:1923827,Faf2,76577,HGNC:24666,FAF2,23197
MGI:95482,Fah,14085,HGNC:3579,FAH,2184
MGI:1915886,Fahd1,68636,HGNC:14169,FAHD1,81889
MGI:1919643,Faim2,72393,HGNC:17067,FAIM2,23017
MGI:3041256,Fam107a,268709,HGNC:30827,FAM107A,11170
MGI:1913790,Fam107b,66540,HGNC:23726,FAM107B,83641
MGI:1921097,Fam110a,73847,HGNC:16188,FAM110A,83541
MGI:1916593,Fam110b,242297,HGNC:28587,FAM110B,90362
MGI:1918813,Fam110c,104943,HGNC:33340,FAM110C,642273
MGI:1919940,Fam110d,72690,HGNC:25860,FAM110D,79927
MGI:1915508,Fam111a,107373,HGNC:24725,FAM111A,63901
MGI:1915553,Fam114a1,68303,HGNC:25087,FAM114A1,92689
MGI:1917629,Fam114a2,67726,HGNC:1333,FAM114A2,10827
MGI:2144564,Fam117a,215512,HGNC:24179,FAM117A,81558
MGI:1920000,Fam117b,72750,HGNC:14440,FAM117B,150864
MGI:1920475,Fam118a,73225,HGNC:1313,FAM118A,55007
MGI:1924483,Fam118b,109229,HGNC:26110,FAM118B,79607
MGI:2446163,Fam120a,218236,HGNC:13247,FAM120A,23196
MGI:1914794,Fam120b,67544,HGNC:21109,FAM120B,84498
MGI:2387687,Fam120c,207375,HGNC:16949,FAM120C,54954
MGI:3645930,Fam124a,629059,HGNC:26413,FAM124A,220108
MGI:3026880,Fam124b,241128,HGNC:26224,FAM124B,79843
MGI:1925658,Fam131a,78408,HGNC:28308,FAM131A,131408
MGI:1923406,Fam131b,76156,HGNC:22202,FAM131B,9715
MGI:2685539,Fam131c,277743,HGNC:26717,FAM131C,348487
MGI:1915437,Fam135a,68187,HGNC:21084,FAM135A,57579
MGI:1917613,Fam135b,70363,HGNC:28029,FAM135B,51059
MGI:1913738,Fam136a,66488,HGNC:25911,TIMCC,84908
MGI:1889842,Fam13a,58909,HGNC:19367,FAM13A,10144
MGI:2447834,Fam13b,225358,HGNC:1335,FAM13B,51306
MGI:1918971,Fam13c,71721,HGNC:19371,FAM13C,220965
MGI:2387177,Fam149a,212326,HGNC:24527,FAM149A,25854
MGI:2145567,Fam149b,105428,HGNC:29162,FAM149B1,317662
MGI:2657115,Fam151a,230579,HGNC:25032,FAM151A,338094
MGI:1921192,Fam151b,73942,HGNC:33716,FAM151B,167555
MGI:1921123,Fam161a,73873,HGNC:25808,FAM161A,84140
MGI:2443027,Fam161b,217705,HGNC:19854,FAM161B,145483
MGI:1917436,Fam162a,70186,HGNC:17865,FAM162A,26355
MGI:1924546,Fam162b,77296,HGNC:21549,FAM162B,221303
MGI:3618859,Fam163a,329274,HGNC:28274,FAM163A,148753
MGI:1926106,Fam163b,109349,HGNC:33277,FAM163B,642968
MGI:3606565,Fam167a,219148,HGNC:15549,FAM167A,83648
MGI:2668032,Fam167b,230766,HGNC:28133,FAM167B,84734
MGI:2442372,Fam168a,319604,HGNC:28999,FAM168A,23201
MGI:2448487,Fam168b,214469,HGNC:27016,FAM168B,130074
MGI:2444268,Fam169a,320557,HGNC:29138,FAM169A,26049
MGI:3644026,Fam169b,434197,HGNC:26835,FAM169BP,283777
MGI:2684939,Fam170a,225497,HGNC:27963,FAM170A,340069
MGI:2145650,Fam170b,105511,HGNC:19736,FAM170B,170370
MGI:2442917,Fam171a1,269233,HGNC:23522,FAM171A1,221061
MGI:2448496,Fam171a2,217219,HGNC:30480,FAM171A2,284069
MGI:2444579,Fam171b,241520,HGNC:29412,FAM171B,165215
MGI:1914948,Fam174a,67698,HGNC:24943,FAM174A,345757
MGI:3698178,Fam174b,100038347,HGNC:34339,FAM174B,400451
MGI:1917020,Fam174c,69770,HGNC:26073,FAM174C,55009
MGI:3026913,Fam178b,381337,HGNC:28036,FAM178B,51252
MGI:3039626,Fam180a,208164,HGNC:33773,FAM180A,389558
MGI:3647570,Fam181a,100504156,HGNC:20491,FAM181A,90050
MGI:1930951,Fam181b,58238,HGNC:28512,FAM181B,220382
MGI:1923156,Fam184a,75906,HGNC:20991,FAM184A,79632
MGI:2442958,Fam184b,58227,HGNC:29235,FAM184B,27146
MGI:2140983,Fam185a,330050,HGNC:22412,FAM185A,222234
MGI:2685766,Fam186a,72277,HGNC:26980,FAM186A,121006
MGI:3647604,Fam186b,545136,HGNC:25296,FAM186B,84070
MGI:1914034,Fam187a,66784,HGNC:35153,FAM187A,100528020
MGI:1923665,Fam187b,76415,HGNC:26366,FAM187B,148109
MGI:2447768,Fam193a,231128,HGNC:16822,FAM193A,8603
MGI:2385851,Fam193b,212483,HGNC:25524,FAM193B,54540
MGI:2384304,Fam199x,245622,HGNC:25195,FAM199X,139231
MGI:1289174,Fam204a,76539,HGNC:25794,FAM204A,63877
MGI:2388266,Fam20a,208659,HGNC:23015,FAM20A,54757
MGI:2443990,Fam20b,215015,HGNC:23017,FAM20B,9917
MGI:2136853,Fam20c,80752,HGNC:22140,FAM20C,56975
MGI:1914000,Fam210a,108654,HGNC:28346,MIMS1,125228
MGI:1914267,Fam210b,67017,HGNC:16102,MIMS2,116151
MGI:1916198,Fam216a,68948,HGNC:30180,FAM216A,29902
MGI:2145738,Fam216b,219170,HGNC:26883,FAM216B,144809
MGI:1919114,Fam217a,71864,HGNC:21362,FAM217A,222826
MGI:1918782,Fam217b,71532,HGNC:16170,FAM217B,63939
MGI:1919151,Fam219a,71901,HGNC:19920,FAM219A,203259
MGI:1925573,Fam219b,78323,HGNC:24695,FAM219B,57184
MGI:2442161,Fam221a,231946,HGNC:27977,FAM221A,340277
MGI:2441678,Fam221b,242408,HGNC:30762,FAM221B,392307
MGI:3605543,Fam222a,433940,HGNC:25915,FAM222A,84915
MGI:2384939,Fam222b,216971,HGNC:25563,FAM222B,55731
MGI:1922979,Fam227a,75729,HGNC:44197,FAM227A,646851
MGI:1923073,Fam227b,75823,HGNC:26543,FAM227B,196951
MGI:1922105,Fam228a,74855,HGNC:34418,FAM228A,653140
MGI:2442121,Fam228b,207921,HGNC:24736,FAM228B,375190
MGI:1915483,Fam229a,68233,HGNC:44652,FAM229A,100128071
MGI:1913587,Fam229b,66337,HGNC:33858,FAM229B,619208
MGI:2146854,Fam234a,106581,HGNC:14163,FAM234A,83986
MGI:1921775,Fam234b,74525,HGNC:29288,FAM234B,57613
MGI:5622538,Fam237a,105243944,HGNC:52388,FAM237A,200726
MGI:3646213,Fam237b,667705,HGNC:53217,FAM237B,107986818
MGI:2685436,Fam240a,235634,HGNC:52390,FAM240A,100132146
MGI:1916130,Fam240b,68880,HGNC:53430,FAM240B,110806297
MGI:1917867,Fam241a,70617,HGNC:26813,FAM241A,132720
MGI:1917144,Fam241b,69894,HGNC:23519,FAM241B,219738
MGI:1922578,Fam243,75328,HGNC:39602,C21orf140,101928147
MGI:1915172,Fam32a,67922,HGNC:24563,FAM32A,26017
MGI:1913544,Fam3a,66294,HGNC:13749,FAM3A,60343
MGI:1270150,Fam3b,52793,HGNC:1253,FAM3B,54097
MGI:107892,Fam3c,27999,HGNC:18664,FAM3C,10447
MGI:1201784,Fam3d,18300,HGNC:18665,FAM3D,131177
MGI:2676309,Fam43a,224093,HGNC:26888,FAM43A,131583
MGI:3651622,Fam43b,625638,HGNC:31791,FAM43B,163933
MGI:1351626,Fam50a,108160,HGNC:18786,FAM50A,9130
MGI:1351640,Fam50b,108161,HGNC:18789,FAM50B,26240
MGI:1919225,Fam53a,74504,HGNC:31860,FAM53A,152877
MGI:1925188,Fam53b,77938,HGNC:28968,FAM53B,9679
MGI:1913556,Fam53c,66306,HGNC:1336,FAM53C,51307
MGI:2385211,Fam76a,230789,HGNC:28530,FAM76A,199870
MGI:1920076,Fam76b,72826,HGNC:28492,FAM76B,143684
MGI:2443569,Fam78a,241303,HGNC:25465,FAM78A,286336
MGI:2443050,Fam78b,226610,HGNC:13495,FAM78B,149297
MGI:1924136,Fam81a,76886,HGNC:28379,FAM81A,145773
MGI:2685122,Fam81b,238726,HGNC:26335,FAM81B,153643
MGI:2447773,Fam83a,239463,HGNC:28210,FAM83A,84985
MGI:2685362,Fam83b,208994,HGNC:21357,FAM83B,222584
MGI:1918655,Fam83c,71405,HGNC:16121,FAM83C,128876
MGI:1919128,Fam83d,71878,HGNC:16122,FAM83D,81610
MGI:1921063,Fam83e,73813,HGNC:25972,FAM83E,54854
MGI:2146227,Fam83f,213956,HGNC:25148,FAM83F,113828
MGI:1916890,Fam83g,69640,HGNC:32554,FAM83G,644815
MGI:2145900,Fam83h,105732,HGNC:24797,FAM83H,286077
MGI:1916877,Fam89a,69627,HGNC:25057,FAM89A,375061
MGI:106595,Fam89b,17826,HGNC:16708,FAM89B,23625
MGI:2145496,Fam8a1,97863,HGNC:16372,FAM8A1,51439
MGI:1277178,Fam91a1,210998,HGNC:26306,FAM91A1,157769
MGI:1919972,Fam98a,72722,HGNC:24520,FAM98A,25940
MGI:1915465,Fam98b,68215,HGNC:26773,FAM98B,283742
MGI:1921083,Fam98c,73833,HGNC:27119,FAM98C,147965
MGI:3045266,Fan1,330554,HGNC:29170,FAN1,22909
MGI:1341823,Fanca,14087,HGNC:3582,FANCA,2175
MGI:2448558,Fancb,237211,HGNC:3583,FANCB,2187
MGI:95480,Fancc,14088,HGNC:3584,FANCC,2176
MGI:2448480,Fancd2,211651,HGNC:3585,FANCD2,2177
MGI:1918229,Fancd2os,70979,HGNC:28623,FANCD2OS,115795
MGI:1920025,Fance,72775,HGNC:3586,FANCE,2178
MGI:3689889,Fancf,100040608,HGNC:3587,FANCF,2188
MGI:1926471,Fancg,60534,HGNC:3588,FANCG,2189
MGI:2384790,Fanci,208836,HGNC:25568,FANCI,55215
MGI:1914280,Fancl,67030,HGNC:20748,FANCL,55120
MGI:2442306,Fancm,104806,HGNC:23168,FANCM,57697
MGI:1914180,Fank1,66930,HGNC:23527,FANK1,92565
MGI:109608,Fap,14089,HGNC:3590,FAP,2191
MGI:1914670,Far1,67420,HGNC:26222,FAR1,84188
MGI:2687035,Far2,330450,HGNC:25531,FAR2,55711
MGI:2446173,Farp1,223254,HGNC:3591,FARP1,10160
MGI:2385126,Farp2,227377,HGNC:16460,FARP2,9855
MGI:1917205,Fars2,69955,HGNC:21062,FARS2,10667
MGI:1913840,Farsa,66590,HGNC:3592,FARSA,2193
MGI:1346035,Farsb,23874,HGNC:17800,FARSB,10056
MGI:95484,Fas,14102,HGNC:11920,FAS,355
MGI:99255,Fasl,14103,HGNC:11936,FASLG,356
MGI:95485,Fasn,14104,HGNC:3594,FASN,2194
MGI:1913837,Fastk,66587,HGNC:24676,FASTK,10922
MGI:2444596,Fastkd1,320720,HGNC:26150,FASTKD1,79675
MGI:1922869,Fastkd2,75619,HGNC:29160,FASTKD2,22868
MGI:1916827,Fastkd3,69577,HGNC:28758,FASTKD3,79072
MGI:2139469,Fastkd5,380601,HGNC:25790,FASTKD5,60493
MGI:109168,Fat1,14107,HGNC:3595,FAT1,2195
MGI:2685369,Fat2,245827,HGNC:3596,FAT2,2196
MGI:2444314,Fat3,270120,HGNC:23112,FAT3,120114
MGI:3045256,Fat4,329628,HGNC:23109,FAT4,79633
MGI:1925155,Fate1,77905,HGNC:24683,FATE1,89885
MGI:102547,Fau,14109,HGNC:3597,FAU,2197
MGI:1923382,Faxc,76132,HGNC:20742,FAXC,84553
MGI:3651124,Faxdc2,676527,HGNC:1334,FAXDC2,10826
MGI:1922033,Fbf1,217335,HGNC:24674,FBF1,85302
MGI:1354699,Fbh1,50755,HGNC:13620,FBH1,84893
MGI:95486,Fbl,14113,HGNC:3599,FBL,2091
MGI:1921452,Fblim1,74202,HGNC:24686,FBLIM1,54751
MGI:3034689,Fbll1,237730,HGNC:35458,FBLL1,345630
MGI:95487,Fbln1,14114,HGNC:3600,FBLN1,2192
MGI:95488,Fbln2,14115,HGNC:3601,FBLN2,2199
MGI:1346091,Fbln5,23876,HGNC:3602,FBLN5,10516
MGI:1917620,Fbln7,70370,HGNC:26740,FBLN7,129804
MGI:95489,Fbn1,14118,HGNC:3603,FBN1,2200
MGI:95490,Fbn2,14119,HGNC:3604,FBN2,2201
MGI:95492,Fbp1,14121,HGNC:3606,FBP1,2203
MGI:95491,Fbp2,14120,HGNC:3607,FBP2,8789
MGI:104648,Fbrs,14123,HGNC:20442,FBRS,64319
MGI:1920907,Fbrsl1,381668,HGNC:29308,FBRSL1,57666
MGI:1354738,Fbxl12,30843,HGNC:13611,FBXL12,54850
MGI:2443416,Fbxl13,320118,HGNC:21658,FBXL13,222235
MGI:2141676,Fbxl14,101358,HGNC:28624,FBXL14,144699
MGI:1915681,Fbxl15,68431,HGNC:28155,FBXL15,79176
MGI:2448488,Fbxl16,214931,HGNC:14150,FBXL16,146330
MGI:1354704,Fbxl17,50758,HGNC:13615,FBXL17,64839
MGI:2444450,Fbxl18,231863,HGNC:21874,FBXL18,80028
MGI:3039600,Fbxl19,233902,HGNC:25300,FBXL19,54620
MGI:1919429,Fbxl2,72179,HGNC:13598,FBXL2,25827
MGI:1919444,Fbxl20,72194,HGNC:24679,FBXL20,84961
MGI:2442921,Fbxl21,213311,HGNC:13600,FBXL21P,26223
MGI:1921415,Fbxl22,74165,HGNC:27537,FBXL22,283807
MGI:1354702,Fbxl3,50789,HGNC:13599,FBXL3,26224
MGI:2140367,Fbxl4,269514,HGNC:13601,FBXL4,26235
MGI:2152883,Fbxl5,242960,HGNC:13602,FBXL5,26234
MGI:1354705,Fbxl6,30840,HGNC:13603,FBXL6,26233
MGI:3052506,Fbxl7,448987,HGNC:13604,FBXL7,23194
MGI:1354697,Fbxl8,50788,HGNC:17875,FBXL8,55336
MGI:2443262,Fbxl9,234684,HGNC:13605,FBXL9P,26231
MGI:2686937,Fbxo10,269529,HGNC:13589,FBXO10,26267
MGI:2147134,Fbxo11,225055,HGNC:13590,FBXO11,80204
MGI:1354755,Fbxo15,50764,HGNC:13617,FBXO15,201456
MGI:1354706,Fbxo16,50759,HGNC:13618,FBXO16,157574
MGI:1354707,Fbxo17,50760,HGNC:18754,FBXO17,115290
MGI:2446216,Fbxo2,230904,HGNC:13581,FBXO2,26232
MGI:1924223,Fbxo21,231670,HGNC:13592,FBXO21,23014
MGI:1926014,Fbxo22,71999,HGNC:13593,FBXO22,26263
MGI:1918426,Fbxo24,71176,HGNC:13595,FBXO24,26261
MGI:1914072,Fbxo25,66822,HGNC:13596,FBXO25,26260
MGI:2685007,Fbxo27,233040,HGNC:18753,FBXO27,126433
MGI:1261890,Fbxo28,67948,HGNC:29046,FBXO28,23219
MGI:1929084,Fbxo3,57443,HGNC:13582,FBXO3,26273
MGI:1919115,Fbxo30,71865,HGNC:15600,FBXO30,84085
MGI:1354708,Fbxo31,76454,HGNC:16510,FBXO31,79791
MGI:1914981,Fbxo32,67731,HGNC:16731,FBXO32,114907
MGI:1917861,Fbxo33,70611,HGNC:19833,FBXO33,254170
MGI:1926188,Fbxo34,78938,HGNC:20201,FBXO34,55030
MGI:1289192,Fbxo36,66153,HGNC:27020,FBXO36,130888
MGI:2444639,Fbxo38,107035,HGNC:28844,FBXO38,81545
MGI:3505735,Fbxo39,628100,HGNC:28565,FBXO39,162517
MGI:2146220,Fbxo4,106052,HGNC:13583,FBXO4,26272
MGI:2443753,Fbxo40,207215,HGNC:29816,FBXO40,51725
MGI:1261912,Fbxo41,330369,HGNC:29409,FBXO41,150726
MGI:1924992,Fbxo42,213499,HGNC:29249,FBXO42,54455
MGI:1926053,Fbxo43,78803,HGNC:28521,FBXO43,286151
MGI:1354744,Fbxo44,230903,HGNC:24847,FBXO44,93611
MGI:2447775,Fbxo45,268882,HGNC:29148,FBXO45,200933
MGI:2444918,Fbxo46,243867,HGNC:25069,FBXO46,23403
MGI:1920223,Fbxo47,72973,HGNC:31969,FBXO47,494188
MGI:2442569,Fbxo48,319701,HGNC:33857,FBXO48,554251
MGI:1914391,Fbxo5,67141,HGNC:13584,FBXO5,26271
MGI:1354743,Fbxo6,50762,HGNC:13585,FBXO6,26270
MGI:1917004,Fbxo7,69754,HGNC:13586,FBXO7,25793
MGI:1354696,Fbxo8,50753,HGNC:13587,FBXO8,26269
MGI:1918788,Fbxo9,71538,HGNC:13588,FBXO9,26268
MGI:2144023,Fbxw11,103583,HGNC:13607,FBXW11,23291
MGI:1353435,Fbxw2,30050,HGNC:13608,FBXW2,26190
MGI:1354698,Fbxw4,30838,HGNC:10847,FBXW4,6468
MGI:1354731,Fbxw5,30839,HGNC:13613,FBXW5,54461
MGI:1354695,Fbxw7,50754,HGNC:16712,FBXW7,55294
MGI:1923041,Fbxw8,231672,HGNC:13597,FBXW8,26259
MGI:1915878,Fbxw9,68628,HGNC:28136,FBXW9,84261
MGI:1927803,Fcamr,64435,HGNC:24692,FCAMR,83953
MGI:95494,Fcer1a,14125,HGNC:3609,FCER1A,2205
MGI:95496,Fcer1g,14127,HGNC:3611,FCER1G,2207
MGI:95497,Fcer2a,14128,HGNC:3612,FCER2,2208
MGI:1920986,Fcf1,73736,HGNC:20220,FCF1,51077
MGI:103017,Fcgrt,14132,HGNC:3621,FCGRT,2217
MGI:1921265,Fcho1,74015,HGNC:29002,FCHO1,23149
MGI:3505790,Fcho2,218503,HGNC:25180,FCHO2,115548
MGI:2441771,Fchsd1,319262,HGNC:25463,FCHSD1,89848
MGI:2448475,Fchsd2,207278,HGNC:29114,FCHSD2,9873
MGI:1916419,Fcmr,69169,HGNC:14315,FCMR,9214
